CensusTract,County,PovertyRate,MedianFamilyIncome,Urban,LowAccessOneMileUrban10Rural,LowAccessHalfMileUrban10Rural,LowAccessHalfMile,LowAccessOneMile,Population,PrcntWhite,PrcntAA,PrcntHispanic,PrcntNoVehicle,PrcntSNAP
17031240700,Cook County,23.1735159817352,93167.0,1,0,0,0,0,1535.0,51.20521172638440,12.899022801302900,60.0,10.097719869706800,4.364820846905540
17031240800,Cook County,22.0708446866485,49861.0,1,0,0,0,0,1617.0,49.721706864564000,13.481756338899200,67.90352504638220,10.760667903525000,5.380333951762520
17031240900,Cook County,28.8793103448276,40000.0,1,0,0,0,0,1182.0,45.60067681895090,20.727580372250400,54.73773265651440,12.098138747884900,12.521150592216600
17031241000,Cook County,28.4974093264249,60900.0,1,0,0,0,0,2047.0,45.62774792379090,28.041035661944300,53.34636052760140,6.595017098192480,8.304836345872010
17031241100,Cook County,23.4358430540827,62375.0,1,0,0,0,0,3682.0,54.29114611624120,18.984247691472000,38.56599674090170,12.085822922324800,6.409560021727320
17031241200,Cook County,7.289927657206450,146250.0,1,0,0,0,0,1696.0,71.58018867924530,9.257075471698110,23.525943396226400,11.202830188679200,5.71933962264151
17031241300,Cook County,14.705882352941200,182596.0,1,0,0,0,0,1857.0,77.54442649434570,11.039310716208900,13.5702746365105,4.68497576736672,2.3155627355950500
17031241400,Cook County,10.4971319311663,152000.0,1,0,0,0,0,4595.0,80.50054406964090,7.377584330794340,13.732317736670300,14.4069640914037,6.594124047878130
17031241500,Cook County,12.935153583617700,149412.0,1,0,0,0,0,2872.0,78.34261838440110,2.8551532033426200,20.821727019498600,8.600278551532030,2.01949860724234
17031241600,Cook County,11.4904246461282,116667.0,1,0,0,0,0,3477.0,70.92320966350300,3.336209375898760,30.227207362669000,9.433419614610300,1.8406672418751800
17031242000,Cook County,17.4724019794442,125667.0,1,0,0,0,0,4565.0,58.24753559693320,18.641840087623200,29.967141292442500,11.653888280394300,8.806133625410730
17031242100,Cook County,8.07117070654977,143875.0,1,0,0,0,0,3648.0,75.41118421052630,2.0285087719298200,23.547149122807000,7.839912280701750,2.384868421052630
17031242200,Cook County,6.09501045712578,170069.0,1,0,0,0,0,3590.0,78.63509749303620,2.5069637883008400,21.25348189415040,8.71866295264624,1.1420612813370500
17031242300,Cook County,5.49483910139648,121250.0,1,0,0,0,0,3240.0,86.48148148148150,1.9753086419753100,13.703703703703700,5.154320987654320,0.24691358024691400
17031242400,Cook County,10.819917633845,113750.0,1,0,0,0,0,2764.0,90.01447178002890,1.519536903039070,7.670043415340090,7.344428364688860,2.279305354558610
17031242500,Cook County,14.290067032297400,91250.0,1,0,0,0,0,3438.0,71.93135543920880,4.799301919720770,36.881908086096600,13.234438627108800,4.363001745200700
17031242600,Cook County,17.3009776536313,49565.0,1,0,0,0,0,5831.0,60.34985422740530,11.867604184531000,45.70399588406790,11.404561824729900,5.470759732464410
17031242700,Cook County,20.5512282804074,42426.0,1,0,0,0,0,2029.0,40.70970921636270,30.01478560867420,49.9753573188763,14.539181862986700,7.146377525874820
17031242800,Cook County,5.5664702030124400,102708.0,1,0,0,0,0,1436.0,86.76880222841230,2.298050139275770,18.94150417827300,6.267409470752090,2.437325905292480
17031242900,Cook County,3.3813400125234800,129688.0,1,0,0,0,0,1670.0,80.41916167664670,1.6766467065868300,26.107784431137700,6.167664670658680,1.437125748502990
17031243000,Cook County,7.08003518029903,85774.0,1,0,0,0,0,2204.0,72.09618874773140,3.4029038112522700,35.16333938294010,7.80399274047187,2.041742286751360
17031243100,Cook County,7.24070450097847,139583.0,1,0,0,0,0,2242.0,62.26583407671720,3.077609277430870,49.50936663693130,5.709188224799290,4.371097234611950
17031243200,Cook County,11.2482853223594,160962.0,1,0,0,0,0,2170.0,63.732718894009200,3.963133640553000,40.414746543778800,5.253456221198160,1.889400921658990
17031243300,Cook County,11.5789473684211,107083.0,1,0,0,0,0,2386.0,76.7393126571668,1.760268231349540,26.52975691533950,8.507963118189440,1.0058675607711700
17031243400,Cook County,14.4784828592268,92344.0,1,0,0,0,0,3001.0,61.612795734755100,6.96434521826058,38.8870376541153,10.229923358880400,4.33188937020993
17031243500,Cook County,7.84040178571429,162593.0,1,0,0,0,0,2937.0,72.76132107592780,13.517194416070800,9.090909090909090,12.325502213142700,4.119850187265920
17031250200,Cook County,15.8030135979419,53889.0,1,0,0,0,0,2669.0,19.82015736230800,60.6219557886849,36.418134132633900,7.343574372424130,9.06706631697265
17031250300,Cook County,32.8020464384101,32349.0,1,0,0,0,0,4725.0,10.835978835978800,75.55555555555560,21.671957671957700,8.275132275132280,9.756613756613760
17031250400,Cook County,26.0729397541809,42359.0,1,0,0,0,0,5887.0,5.996262952267710,84.71207745880750,13.23254628843210,5.401732631221340,4.722269407168340
17031250500,Cook County,11.5922538999462,102334.0,1,0,1,1,0,7538.0,50.87556381002920,31.321305386044000,24.91377023083050,4.7890687184929700,5.226850623507560
17031250600,Cook County,15.2926829268293,56863.0,1,0,1,1,0,4422.0,2.939846223428310,90.43419267299870,7.620985979194930,5.020352781546810,7.80189959294437
17031250700,Cook County,17.716827279466300,52792.0,1,0,1,1,0,6098.0,3.230567399147260,93.78484749098070,5.706789111184000,8.98655296818629,11.380780583798000
17031250800,Cook County,33.168520807581400,37250.0,1,0,1,1,0,2488.0,4.421221864951770,82.95819935691320,15.795819935691300,6.471061093247590,10.289389067524100
17031251000,Cook County,19.0625,40250.0,1,0,1,1,0,1181.0,2.3708721422523300,90.77053344623200,8.46740050804403,8.21337849280271,9.906858594411520
17031251100,Cook County,41.598731884058,32213.0,1,0,1,1,0,4302.0,1.906090190609020,93.86331938633190,4.99767549976755,15.736866573686700,15.178986517898700
17031251200,Cook County,23.9358145754402,53750.0,1,0,1,1,0,4196.0,2.8598665395614900,92.75500476644420,6.57769304099142,4.671115347950430,9.223069590085800
17031251300,Cook County,23.4367056431113,32254.0,1,0,1,1,0,4921.0,2.3166023166023200,93.49725665515140,5.120910384068280,8.819345661450920,10.993700467384700
17031251400,Cook County,21.908671113391500,44661.0,1,0,1,1,0,3983.0,5.146874215415520,91.41350740647750,3.5149384885764500,19.83429575696710,12.904845593773500
17031251500,Cook County,45.4326923076923,35230.0,1,0,1,1,0,4784.0,2.027591973244150,95.29682274247490,2.2366220735786000,13.628762541806000,13.168896321070200
17031251600,Cook County,32.636385484258600,36037.0,1,0,1,1,0,3649.0,1.4524527267744600,95.9440942724034,3.6996437380104100,8.331049602630860,18.635242532200600
17031251700,Cook County,19.2626034612491,42396.0,1,0,1,1,0,1495.0,3.7458193979933100,89.89966555183950,9.698996655518390,5.551839464882940,10.501672240802700
17031251800,Cook County,35.821501014198800,30682.0,1,0,0,0,0,5112.0,0.4890453834115810,97.76995305164320,1.7801251956181500,13.732394366197200,15.629890453834100
17031251900,Cook County,48.5399820305481,21250.0,1,0,0,0,0,5731.0,1.8146920258244600,96.0914325597627,2.390507764788000,15.389984295934400,11.586110626417700
17031252000,Cook County,33.531047265987,32946.0,1,0,0,0,0,5719.0,1.7835285889141500,96.32802937576500,1.8010141633152600,22.11925161741560,15.422276621787000
17031252101,Cook County,34.3474779823859,29919.0,1,0,0,0,0,1370.0,2.116788321167880,95.32846715328470,1.4598540145985400,22.18978102189780,13.72262773722630
17031252102,Cook County,32.5291295407814,47732.0,1,0,0,0,0,6438.0,0.45045045045045000,97.76328052190120,0.65237651444548,9.925442684063370,10.531220876048500
17031252201,Cook County,30.8422301304864,39605.0,1,0,0,0,0,2953.0,2.4043345750084700,96.61361327463600,1.2529630883846900,11.005756857433100,11.750761937013200
17031252202,Cook County,38.8744588744589,29901.0,1,0,0,0,0,4609.0,0.6725970926448250,97.83033195921020,1.3234975048817500,13.5170318941202,17.27055760468650
17031260100,Cook County,50.7798960138648,34688.0,1,0,0,0,0,1248.0,1.6826923076923100,94.63141025641030,3.926282051282050,29.246794871794900,21.394230769230800
17031260200,Cook County,31.0511089681774,37625.0,1,0,0,0,0,1136.0,1.936619718309860,95.86267605633800,2.2887323943662000,11.003521126760600,12.059859154929600
17031260300,Cook County,37.4125874125874,31983.0,1,0,0,0,0,1564.0,0.8951406649616370,97.25063938618930,2.3657289002557500,14.514066496163700,17.391304347826100
17031260400,Cook County,31.179039301310000,26667.0,1,0,0,0,0,1271.0,0.6294256490952010,95.9087332808812,4.012588512981900,9.520062942564910,16.679779701022800
17031260500,Cook County,49.2119089316988,28095.0,1,0,0,0,0,1934.0,0.5687693898655640,98.08686659772490,0.6204756980351600,14.68459152016550,13.59875904860390
17031260600,Cook County,51.9047619047619,28565.0,1,0,0,0,0,2478.0,1.0492332526230800,96.65052461662630,1.533494753833740,7.667473769168680,11.09765940274420
17031260700,Cook County,52.202643171806200,23661.0,1,0,0,0,0,2032.0,0.7874015748031500,97.53937007874020,1.033464566929130,13.631889763779500,16.73228346456690
17031260800,Cook County,49.6051147047762,24787.0,1,0,0,0,0,2539.0,2.205592753052380,95.58881449389520,2.3631350925561200,19.692792437967700,18.747538400945300
17031260900,Cook County,30.663928815879500,43611.0,1,0,0,0,0,1480.0,1.3513513513513500,97.70270270270270,1.891891891891890,6.756756756756760,13.108108108108100
17031261000,Cook County,28.522188711762200,36780.0,1,0,0,0,0,2319.0,0.344976282880552,98.79258300991810,1.1211729193617900,8.15006468305304,13.626563173781800
17031270500,Cook County,50.614754098360700,25901.0,1,0,0,0,0,1689.0,1.2433392539964500,96.98046181172290,2.4274718768502100,24.33392539964480,24.748371817643600
17031271200,Cook County,37.4505146476643,30528.0,1,0,1,1,0,1170.0,3.418803418803420,94.61538461538460,2.6495726495726500,15.897435897435900,18.205128205128200
17031271300,Cook County,59.3465045592705,23333.0,1,0,1,1,0,1045.0,1.244019138755980,96.9377990430622,2.1052631578947400,15.21531100478470,15.98086124401910
17031271400,Cook County,47.2480948348857,22500.0,1,0,1,1,0,1527.0,2.75049115913556,95.02292075965950,1.768172888015720,11.656843483955500,14.407334643091000
17031271500,Cook County,34.5656192236599,36800.0,1,0,0,0,0,1397.0,1.5032211882605600,96.27773801002150,2.0042949176807400,12.45526127415890,15.533285612025800
17031271800,Cook County,72.1759809750297,19034.0,1,0,0,0,0,970.0,1.958762886597940,96.18556701030930,1.7525773195876300,14.948453608247400,12.371134020618600
17031280100,Cook County,7.55390103924306,184464.0,1,0,0,0,0,4872.0,76.86781609195400,4.6182266009852200,5.233990147783250,27.996715927750400,1.026272577996720
17031280400,Cook County,36.7940673131774,31806.0,1,0,0,0,0,1366.0,8.784773060029280,85.13909224011710,4.904831625183020,15.15373352855050,22.547584187408500
17031280800,Cook County,30.2890173410405,,1,0,0,0,0,755.0,3.8410596026490100,93.90728476821190,3.443708609271520,24.370860927152300,24.503311258278100
17031280900,Cook County,56.3067608476287,17083.0,1,0,0,0,0,942.0,6.050955414012740,89.06581740976650,3.397027600849260,18.895966029724000,21.019108280254800
17031281900,Cook County,17.884258478150800,149828.0,1,0,0,0,0,4844.0,55.5532617671346,8.195706028075970,5.924855491329480,39.099917423616800,0.0
17031282700,Cook County,22.2375690607735,61771.0,1,0,1,1,0,2349.0,26.905065985525800,44.99787143465300,26.22392507449980,4.640272456364410,4.895700297999150
17031282800,Cook County,21.0625,75385.0,1,0,1,1,0,1691.0,50.739207569485500,19.160260201064500,35.42282672974570,7.806031933767000,4.198698994677710
17031283100,Cook County,35.6770033773411,48717.0,1,0,0,0,0,2703.0,35.997040325564200,34.110247872734,6.511283758786530,19.6818349981502,6.770255271920090
17031283200,Cook County,21.105527638191,104375.0,1,0,0,0,0,1664.0,44.71153846153850,36.95913461538460,7.8125,11.057692307692300,9.254807692307690
17031283800,Cook County,21.7753120665742,106023.0,1,0,1,1,0,3688.0,33.13449023861170,50.27114967462040,9.490238611713670,8.486984815618220,10.439262472885000
17031290900,Cook County,44.1050375133976,30641.0,1,0,1,1,0,4530.0,1.8763796909492300,95.80573951434880,2.803532008830020,9.315673289183220,13.57615894039740
17031291200,Cook County,45.2699959399107,19688.0,1,0,0,0,0,2240.0,1.1607142857142900,97.76785714285710,1.7857142857142900,20.0,20.401785714285700
17031291600,Cook County,19.672131147541,40893.0,1,0,0,0,0,1055.0,30.995260663507100,24.834123222748800,69.85781990521330,3.9810426540284400,3.886255924170620
17031292200,Cook County,48.2047364400306,35875.0,1,0,0,0,0,2961.0,2.2627490712597100,94.22492401215810,2.9381965552178300,13.306315433975000,17.62917933130700
17031292400,Cook County,38.447571493418100,42969.0,1,0,0,0,0,2268.0,1.763668430335100,96.38447971781310,2.2486772486772500,11.46384479717810,9.479717813051150
17031292500,Cook County,27.68796510136,42224.0,1,0,1,1,0,4140.0,0.8937198067632850,96.23188405797100,2.4154589371980700,13.86473429951690,15.434782608695700
17031300500,Cook County,20.733817930079600,37689.0,1,0,0,0,0,3257.0,36.935830518882400,10.991710162726400,86.42922935216460,6.3555419097328800,6.04851089960086
17031300600,Cook County,24.7389033942559,50170.0,1,0,0,0,0,3212.0,37.82689912826900,19.05354919053550,77.36612702366130,5.199252801992530,6.569115815691160
17031300700,Cook County,32.6660988074957,35714.0,1,0,0,0,0,5194.0,36.118598382749300,3.3692722371967700,94.91721216788600,7.316134000770120,7.527916827108200
17031300800,Cook County,41.965601965602,27128.0,1,0,0,0,0,4610.0,38.09110629067250,2.537960954446860,95.79175704989150,5.683297180043380,11.995661605206100
17031300900,Cook County,37.2369624885636,30000.0,1,0,0,0,0,5050.0,42.633663366336600,1.9603960396039600,96.55445544554460,5.069306930693070,8.81188118811881
17031301100,Cook County,31.6549731737515,30491.0,1,0,0,0,0,2617.0,44.516622086358400,4.738249904470770,90.52350019105850,8.215513947267860,10.393580435613300
17031301200,Cook County,34.470905966118300,31944.0,1,0,0,0,0,4012.0,42.14855433698900,5.88235294117647,90.77766699900300,6.181455633100700,12.761714855433700
17031301600,Cook County,32.809882747068700,31932.0,1,0,0,0,0,4654.0,46.00343790287930,0.9024495058014610,97.91577137945850,4.232917920068760,10.42114310270740
17031301701,Cook County,35.1762617296475,35578.0,1,0,0,0,0,4381.0,50.19401963022140,0.8217301985847980,98.6761013467245,6.0488472951381000,9.449897283725180
17031301702,Cook County,20.214709913202400,42733.0,1,0,1,1,0,4045.0,52.23733003708280,0.3708281829419040,97.3053152039555,4.796044499381950,6.526576019777500
17031301801,Cook County,23.1448275862069,36275.0,1,0,0,0,0,4005.0,44.66916354556800,1.32334581772784,97.05368289637950,2.272159800249690,8.764044943820220
17031301802,Cook County,24.3328550932568,36150.0,1,0,0,0,0,3518.0,44.03069926094370,2.1603183627060800,96.73109721432630,4.462762933484930,7.646389994314950
17031301803,Cook County,28.337657154260600,39545.0,1,0,0,0,0,5357.0,49.52398730632820,0.746686578308755,97.74127310061600,5.208138883703570,8.568228486092960
17031310200,Cook County,13.861985472155,70000.0,1,0,0,0,0,1336.0,58.532934131736500,6.58682634730539,59.4311377245509,10.553892215568900,4.416167664670660
17031310300,Cook County,21.5196894065446,56750.0,1,0,1,1,0,1697.0,48.909840895698300,4.065998821449620,67.58986446670600,12.080141426046000,8.014142604596350
17031310400,Cook County,10.8382726502964,82583.0,1,0,1,1,0,1332.0,50.150150150150200,5.555555555555560,74.3993993993994,11.636636636636600,3.078078078078080
17031310500,Cook County,16.1872909698997,55074.0,1,0,1,1,0,1700.0,41.88235294117650,2.705882352941180,88.11764705882350,9.941176470588240,5.352941176470590
17031310600,Cook County,26.240974729241900,44578.0,1,0,0,0,0,5868.0,45.927062031356500,6.8847989093387900,78.22085889570550,15.541922290388500,8.520790729379690
17031310700,Cook County,29.5890410958904,44231.0,1,0,0,0,0,1692.0,47.57683215130020,1.5366430260047300,84.81087470449170,12.706855791962200,5.08274231678487
17031310800,Cook County,10.7134392036027,60000.0,1,0,0,0,0,4516.0,44.68556244464130,2.3693534100974300,88.08680248007090,10.961027457927400,5.225863596102750
17031310900,Cook County,25.616768688555000,36128.0,1,0,0,0,0,5123.0,42.94358774155770,2.0495803240288900,87.21452274058170,7.378489166504000,5.5241069685731000
17031320100,Cook County,7.51614356509986,165688.0,1,0,0,0,0,10848.0,69.09107669616520,7.1902654867256600,6.701696165191740,32.015117994100300,0.0
17031320400,Cook County,10.4661389621812,250001.0,1,0,0,0,0,2518.0,70.57188244638600,17.633042096902300,8.022239872915010,9.650516282764100,0.0
17031320600,Cook County,14.905814905814900,152730.0,1,0,0,0,0,4256.0,61.86560150375940,16.35338345864660,5.921052631578950,26.433270676691700,2.232142857142860
17031330100,Cook County,9.13010398173979,174967.0,1,0,0,0,0,16735.0,54.43680908276070,26.32805497460410,6.065132954884970,10.935165820137400,6.065132954884970
17031330200,Cook County,13.893703061814,141875.0,1,0,0,0,0,3806.0,43.40514976353130,32.89542827115080,3.8885969521807700,14.555964266946900,6.227009984235420
17031340300,Cook County,33.8595536200327,35272.0,1,0,0,0,0,1786.0,21.164613661814100,1.007838745800670,4.8152295632698800,13.66181410974240,10.246360582306800
17031340400,Cook County,28.360413589364800,47171.0,1,0,0,0,0,1900.0,17.36842105263160,1.7368421052631600,4.894736842105260,10.052631578947400,6.0
17031340500,Cook County,33.9953271028037,40641.0,1,0,1,1,0,1544.0,50.06476683937820,13.730569948186500,9.455958549222800,25.259067357513000,15.544041450777200
17031340600,Cook County,61.761949390815400,15645.0,1,0,1,1,0,907.0,0.11025358324145500,99.11797133406840,0.11025358324145500,33.18632855567810,26.79162072767370
17031350100,Cook County,31.141714793425100,74167.0,1,0,1,1,0,2144.0,7.369402985074630,54.2910447761194,2.1455223880597000,15.858208955223900,2.9850746268656700
17031350400,Cook County,61.405244928253300,17332.0,1,0,0,0,0,389.0,0.0,96.91516709511570,3.0848329048843200,125.19280205655500,123.6503856041130
17031351000,Cook County,29.7763406090003,25230.0,1,0,0,0,0,3267.0,4.468931741659020,73.82920110192840,1.6835016835016800,24.08937863483320,4.866850321395780
17031351100,Cook County,77.0995869664984,10131.0,1,0,0,0,0,1960.0,0.9693877551020410,96.83673469387760,1.3775510204081600,24.79591836734690,30.714285714285700
17031351400,Cook County,62.8540305010893,16004.0,1,0,1,1,0,1437.0,2.2964509394572000,94.85038274182330,1.4613778705636700,32.98538622129440,33.82045929018790
17031351500,Cook County,45.6662354463131,,1,0,1,1,0,255.0,14.117647058823500,77.25490196078430,1.1764705882352900,33.72549019607840,52.54901960784310
17031360200,Cook County,27.1457085828343,31350.0,1,0,0,0,0,1443.0,0.9009009009009010,96.74289674289680,1.593901593901590,24.185724185724200,19.12681912681910
17031380100,Cook County,39.3877551020408,38063.0,1,0,0,0,0,1924.0,3.3264033264033300,92.87941787941790,2.858627858627860,26.195426195426200,27.07900207900210
17031380200,Cook County,33.998825601879,,1,0,0,0,0,1680.0,1.3095238095238100,95.0,0.9523809523809520,34.82142857142860,25.05952380952380
17031380500,Cook County,49.7690531177829,21488.0,1,0,0,0,0,752.0,0.39893617021276600,97.47340425531920,1.7287234042553200,19.01595744680850,28.590425531914900
17031380700,Cook County,21.568627450980400,44041.0,1,0,0,0,0,1243.0,2.333065164923570,94.69026548672570,2.252614641995170,13.354786806114200,12.791633145615400
17031381200,Cook County,22.6218097447796,79698.0,1,0,0,0,0,2167.0,1.0613751730503,95.56991232118140,1.7074296262113500,19.796954314720800,11.905860636825100
17031381400,Cook County,14.9432534678436,35167.0,1,0,1,1,0,1612.0,0.6823821339950370,97.89081885856080,0.49627791563275400,14.702233250620300,12.59305210918110
17031381500,Cook County,49.3333333333333,28942.0,1,0,1,1,0,237.0,3.375527426160340,92.82700421940930,5.9071729957805900,23.628691983122400,38.39662447257380
17031381800,Cook County,23.371335504886,60938.0,1,0,1,1,0,1188.0,2.7777777777777800,93.51851851851850,3.1144781144781100,18.939393939393900,14.057239057239100
17031381900,Cook County,20.969023034154100,56250.0,1,0,0,0,0,1295.0,4.787644787644790,92.43243243243240,2.0077220077220100,12.664092664092700,14.671814671814700
17031390100,Cook County,12.4101894186806,90893.0,1,0,0,0,0,1268.0,4.022082018927450,91.32492113564670,2.2870662460567800,10.725552050473200,11.987381703470000
17031390200,Cook County,7.487922705314010,116500.0,1,0,0,0,0,1840.0,8.097826086956520,84.51086956521740,3.75,5.923913043478260,5.978260869565220
17031390300,Cook County,38.263785394932900,,1,0,0,0,0,2743.0,2.807145461173900,94.0940576011666,1.4582573824280000,23.14983594604450,18.70215092963910
17031390400,Cook County,28.9112903225806,,1,0,0,0,0,2934.0,5.419222903885480,90.45671438309480,1.8745739604635300,21.915473755964600,14.587593728698000
17031390500,Cook County,19.8529411764706,106250.0,1,0,1,1,0,1598.0,22.90362953692120,68.89862327909890,3.066332916145180,12.891113892365500,5.256570713391740
17031390600,Cook County,12.984054669703900,106458.0,1,0,0,0,0,1866.0,46.570203644158600,41.47909967845660,3.161843515541270,12.218649517684900,6.377277599142550
17031390700,Cook County,17.5740379499911,114474.0,1,0,0,0,0,5592.0,26.46638054363380,56.151645207439200,4.309728183118740,18.276108726752500,2.2174535050071500
17031400300,Cook County,41.002277904328,35313.0,1,0,1,1,0,1567.0,0.574345883854499,98.2769623484365,1.2763241863433300,15.379706445437100,19.14486279515000
17031400400,Cook County,30.531400966183600,31649.0,1,0,1,1,0,1955.0,0.5626598465473150,97.74936061381070,0.8695652173913040,16.470588235294100,15.549872122762100
17031400500,Cook County,27.909604519774,30313.0,1,0,1,1,0,2258.0,0.5314437555358720,97.5199291408326,1.1071744906997300,16.78476527900800,13.153232949512800
17031400800,Cook County,45.750184774575,24073.0,1,0,0,0,0,2701.0,0.33320992225101800,98.14883376527210,0.33320992225101800,23.76897445390600,27.841540170307300
17031410100,Cook County,21.09375,93333.0,1,0,0,0,0,1802.0,30.18867924528300,53.607103218645900,8.32408435072142,35.127635960044400,8.102108768035520
17031410200,Cook County,30.1552106430155,61786.0,1,0,0,0,0,1443.0,52.80665280665280,22.245322245322200,8.316008316008320,20.374220374220400,3.7422037422037400
17031410500,Cook County,34.1222030981067,111169.0,1,0,0,0,0,2557.0,32.81188893234260,54.12592882283930,4.849432929213920,19.436840046930000,8.25185764567853
17031410600,Cook County,30.5673485140872,72778.0,1,0,0,0,0,2327.0,52.90073055436180,27.28835410399660,4.641168886978940,14.825956166738300,5.199828104856040
17031410700,Cook County,31.258975586405,86875.0,1,0,0,0,0,2154.0,58.54224698235840,20.61281337047350,7.985143918291550,18.52367688022280,1.2070566388115100
17031410800,Cook County,21.5339233038348,90297.0,1,0,0,0,0,2662.0,40.72126220886550,35.64988730277990,6.799398948159280,32.49436513899320,8.15176558978212
17031410900,Cook County,21.155609905227800,105481.0,1,0,0,0,0,2838.0,48.238195912614500,37.279774489076800,7.470049330514450,19.978858350951400,4.2283298097251600
17031411000,Cook County,9.35101186322401,100990.0,1,0,1,1,0,3309.0,53.278936234511900,30.583257781807200,6.43699002719855,22.000604412209100,1.692354185554550
17031411100,Cook County,12.995245641838400,192917.0,1,0,1,1,0,2132.0,71.81050656660410,5.487804878048780,5.253283302063790,10.412757973733600,0.28142589118198900
17031411200,Cook County,19.9869791666667,178571.0,1,0,0,0,0,1640.0,69.6341463414634,7.134146341463410,3.5975609756097600,14.268292682926800,3.5975609756097600
17031420100,Cook County,38.769868693849300,25417.0,1,0,1,1,0,1441.0,2.63705759888966,95.55863983344900,0.9021512838306730,28.174878556557900,26.578764746703700
17031420200,Cook County,36.8560105680317,42574.0,1,0,1,1,0,1723.0,16.94718514219390,74.63726059199070,2.4376088218224000,15.089959373186300,13.639001741149200
17031420300,Cook County,36.201402166985300,51500.0,1,0,1,1,0,2488.0,34.766881028938900,47.38745980707400,6.792604501607720,11.89710610932480,6.189710610932480
17031420400,Cook County,51.016799292661400,26607.0,1,0,0,0,0,1329.0,19.939804364183600,68.69826937547030,2.8592927012791600,27.915726109857000,20.165537998495100
17031420500,Cook County,19.7106690777577,40679.0,1,0,0,0,0,2624.0,1.2195121951219500,96.875,1.2195121951219500,12.995426829268300,9.260670731707320
17031420600,Cook County,48.545541249403900,23468.0,1,0,0,0,0,2219.0,0.9914375844975210,96.98062190175750,0.8562415502478590,18.92744479495270,18.702118071203200
17031420700,Cook County,55.270092226614,,1,0,0,0,0,3261.0,0.5519779208831650,98.28273535725240,1.1652867218644600,14.658080343452900,17.26464274762340
17031420800,Cook County,26.0971055088702,38900.0,1,0,0,0,0,2213.0,2.3045639403524600,95.84274740171710,1.174875734297330,13.239945774966100,17.035698147311300
17031421200,Cook County,42.7726120033812,54286.0,1,0,0,0,0,1380.0,0.21739130434782600,98.55072463768120,1.0869565217391300,18.6231884057971,18.55072463768120
17031430101,Cook County,35.760102629891,30417.0,1,0,1,1,0,3689.0,0.9758742206560040,97.34345351043640,0.7861208999728930,17.484413120086700,22.878828950935200
17031430102,Cook County,27.1831910702561,37348.0,1,0,1,1,0,2963.0,1.6537293283834000,95.41005737428280,1.6874789065136700,32.703341208234900,16.739790752615600
17031430200,Cook County,32.5942350332594,30647.0,1,0,1,1,0,4680.0,2.200854700854700,94.48717948717950,2.051282051282050,27.47863247863250,23.78205128205130
17031430300,Cook County,57.7020202020202,16940.0,1,0,0,0,0,2336.0,0.8561643835616440,94.9486301369863,1.9691780821917800,20.590753424657500,19.69178082191780
17031430400,Cook County,39.203276247207700,41361.0,1,0,0,0,0,2892.0,0.9681881051175660,96.40387275242050,1.4522821576763500,17.358229598893500,14.83402489626560
17031430500,Cook County,58.64387783692910,19142.0,1,0,0,0,0,3604.0,0.7491675915649280,97.50277469478360,1.3873473917869000,25.41620421753610,24.084350721420600
17031430600,Cook County,18.125,45438.0,1,0,1,1,0,1665.0,2.3423423423423400,95.37537537537540,1.5615615615615600,16.636636636636600,13.873873873873900
17031430700,Cook County,44.9773755656109,,1,1,1,1,1,2210.0,4.208144796380090,91.80995475113120,3.2126696832579200,26.289592760181000,16.696832579185500
17031430800,Cook County,26.995979322228600,65375.0,1,0,1,1,0,1763.0,1.0777084515031200,97.27736812251840,1.7583664208735100,8.394781622234830,6.239364719228590
17031430900,Cook County,28.244274809160300,57557.0,1,0,0,0,0,1814.0,0.4961411245865490,96.30650496141130,1.8191841234840100,15.766262403528100,10.584343991179700
17031431200,Cook County,23.2442067736185,61406.0,1,0,1,1,0,3078.0,1.0721247563352800,96.7511371020143,1.9818063677712800,10.1364522417154,7.277452891487980
17031431301,Cook County,35.0056369785795,34254.0,1,0,1,1,0,3545.0,1.5514809590973200,94.86600846262340,1.9464033850493700,14.442877291960500,11.678420310296200
17031431302,Cook County,37.5832540437678,35909.0,1,0,1,1,0,4166.0,1.2962073931829100,97.1675468074892,1.4402304368699000,18.194911185789700,15.386461833893400
17031431400,Cook County,39.7992277992278,31345.0,1,1,1,1,1,6418.0,2.5553131816765300,94.26612651916490,1.511374259894050,23.12246805858520,17.9339358055469
17031440101,Cook County,39.6589524969549,25230.0,1,0,1,1,0,3746.0,0.5605979711692470,97.62413240790180,1.2279765082754900,23.651895355045400,24.959957287773600
17031440102,Cook County,32.578077158603800,40357.0,1,0,1,1,0,3127.0,0.35177486408698400,98.17716661336750,0.8314678605692360,19.987208186760500,21.650143907898900
17031440201,Cook County,32.351738241308800,38820.0,1,0,1,1,0,5060.0,0.25691699604743100,98.10276679841900,1.1067193675889300,24.68379446640320,19.48616600790510
17031440202,Cook County,24.307500778089,47760.0,1,0,1,1,0,2999.0,0.40013337779259800,97.46582194064690,0.766922307435812,12.504168056018700,14.171390463487800
17031440300,Cook County,16.2551889884204,59375.0,1,0,0,0,0,4757.0,0.6726928736598700,97.51944502837920,1.0931259196972900,11.162497372293500,12.129493378179500
17031440600,Cook County,9.684560044272280,73125.0,1,0,0,0,0,2080.0,0.33653846153846200,98.26923076923080,1.153846153846150,2.5,6.346153846153850
17031440700,Cook County,10.0,52708.0,1,0,1,1,0,1545.0,0.6472491909385110,98.25242718446600,0.45307443365695800,12.815533980582500,10.420711974110000
